40000,ch_season_1_week_1_1,CHALLENGE/WEEKLY_S1_W1_CHAL_01_NAME,CHALLENGE/WEEKLY_S1_W1_CHAL_01_DESC,3,2500,,1581444000,1586325600,2,
40001,ch_season_1_week_1_2,CHALLENGE/WEEKLY_S1_W1_CHAL_02_NAME,CHALLENGE/WEEKLY_S1_W1_CHAL_02_DESC,2,2500,,1581444000,1586325600,2,
40002,ch_season_1_week_1_3,CHALLENGE/WEEKLY_S1_W1_CHAL_03_NAME,CHALLENGE/WEEKLY_S1_W1_CHAL_03_DESC,3,2500,,1581444000,1586325600,2,
40003,ch_season_1_week_1_4,CHALLENGE/WEEKLY_S1_W1_CHAL_04_NAME,CHALLENGE/WEEKLY_S1_W1_CHAL_04_DESC,1,2500,,1581444000,1586325600,2,
40004,ch_season_1_week_1_5,CHALLENGE/WEEKLY_S1_W1_CHAL_05_NAME,CHALLENGE/WEEKLY_S1_W1_CHAL_05_DESC,2,5000,,1581444000,1586325600,2,
40005,ch_season_1_week_1_6,CHALLENGE/WEEKLY_S1_W1_CHAL_06_NAME,CHALLENGE/WEEKLY_S1_W1_CHAL_06_DESC,50,5000,,1581444000,1586325600,2,
40006,ch_season_1_week_1_7,CHALLENGE/WEEKLY_S1_W1_CHAL_07_NAME,CHALLENGE/WEEKLY_S1_W1_CHAL_07_DESC,7,5000,,1581444000,1586325600,2,
40007,ch_season_1_week_1_8,CHALLENGE/WEEKLY_S1_W1_CHAL_08_NAME,CHALLENGE/WEEKLY_S1_W1_CHAL_08_DESC,7,5000,,1581444000,1586325600,2,
40008,ch_season_1_week_1_9,CHALLENGE/WEEKLY_S1_W1_CHAL_09_NAME,CHALLENGE/WEEKLY_S1_W1_CHAL_09_DESC,5,10000,,1581444000,1586325600,2,
40009,ch_season_1_week_1_10,CHALLENGE/WEEKLY_S1_W1_CHAL_10_NAME,CHALLENGE/WEEKLY_S1_W1_CHAL_10_DESC,100,10000,,1581444000,1586325600,2,
40010,ch_season_1_week_2_1,CHALLENGE/WEEKLY_S1_W2_CHAL_01_NAME,CHALLENGE/WEEKLY_S1_W2_CHAL_01_DESC,1,2500,,1581444000,1586325600,2,
40011,ch_season_1_week_2_2,CHALLENGE/WEEKLY_S1_W2_CHAL_02_NAME,CHALLENGE/WEEKLY_S1_W2_CHAL_02_DESC,7,2500,,1581444000,1586325600,2,
40012,ch_season_1_week_2_3,CHALLENGE/WEEKLY_S1_W2_CHAL_03_NAME,CHALLENGE/WEEKLY_S1_W2_CHAL_03_DESC,3,2500,,1581444000,1586325600,2,
40013,ch_season_1_week_2_4,CHALLENGE/WEEKLY_S1_W2_CHAL_04_NAME,CHALLENGE/WEEKLY_S1_W2_CHAL_04_DESC,4,2500,,1581444000,1586325600,2,
40014,ch_season_1_week_2_5,CHALLENGE/WEEKLY_S1_W2_CHAL_05_NAME,CHALLENGE/WEEKLY_S1_W2_CHAL_05_DESC,25,5000,,1581444000,1586325600,2,
40015,ch_season_1_week_2_6,CHALLENGE/WEEKLY_S1_W2_CHAL_06_NAME,CHALLENGE/WEEKLY_S1_W2_CHAL_06_DESC,7,5000,,1581444000,1586325600,2,
40016,ch_season_1_week_2_7,CHALLENGE/WEEKLY_S1_W2_CHAL_07_NAME,CHALLENGE/WEEKLY_S1_W2_CHAL_07_DESC,10,5000,,1581444000,1586325600,2,
40017,ch_season_1_week_2_8,CHALLENGE/WEEKLY_S1_W2_CHAL_08_NAME,CHALLENGE/WEEKLY_S1_W2_CHAL_08_DESC,3,5000,,1581444000,1586325600,2,
40018,ch_season_1_week_2_9,CHALLENGE/WEEKLY_S1_W2_CHAL_09_NAME,CHALLENGE/WEEKLY_S1_W2_CHAL_09_DESC,30,10000,,1581444000,1586325600,2,
40019,ch_season_1_week_2_10,CHALLENGE/WEEKLY_S1_W2_CHAL_10_NAME,CHALLENGE/WEEKLY_S1_W2_CHAL_10_DESC,20,10000,,1581444000,1586325600,2,
40020,ch_season_1_week_3_1,CHALLENGE/WEEKLY_S1_W3_CHAL_01_NAME,CHALLENGE/WEEKLY_S1_W3_CHAL_01_DESC,1,2500,,1581444000,1586325600,2,
40021,ch_season_1_week_3_2,CHALLENGE/WEEKLY_S1_W3_CHAL_02_NAME,CHALLENGE/WEEKLY_S1_W3_CHAL_02_DESC,4,2500,,1581444000,1586325600,2,
40022,ch_season_1_week_3_3,CHALLENGE/WEEKLY_S1_W3_CHAL_03_NAME,CHALLENGE/WEEKLY_S1_W3_CHAL_03_DESC,1,2500,,1581444000,1586325600,2,
40023,ch_season_1_week_3_4,CHALLENGE/WEEKLY_S1_W3_CHAL_04_NAME,CHALLENGE/WEEKLY_S1_W3_CHAL_04_DESC,1,2500,,1581444000,1586325600,2,
40024,ch_season_1_week_3_5,CHALLENGE/WEEKLY_S1_W3_CHAL_05_NAME,CHALLENGE/WEEKLY_S1_W3_CHAL_05_DESC,3,5000,,1581444000,1586325600,2,
