0,iw8_ar_falpha_variant_0,iw8_ar_falpha,,,,,,,,,,,,,,,WEAPON/AR_FALPHA,ui_loot_weapon_ar_falpha,
1,iw8_ar_falpha_variant_1,iw8_ar_falpha,iw8_ar_falpha_mpv2,rec|1 front|1 mag|1 toprail|1,,,,gripangpro|6,,,pistolgrip01|1,,gunperk_xp,,,,WEAPON/AR_FALPHA_V2,ui_loot_weapon_ar_falpha_v2,
2,iw8_ar_falpha_variant_2,iw8_ar_falpha,iw8_ar_falpha_mpv2,rec|2 mag|2 toprail|2 triggrip|2,,barlong|1,,gripvert|2,hybrid|1,,,,gunperk_marksman,,,,WEAPON/AR_FALPHA_V3,ui_loot_weapon_ar_falpha_v3,
3,iw8_ar_falpha_variant_3,iw8_ar_falpha,iw8_ar_falpha_mpv2,rec|3 mag|3 toprailcust|1 triggrip|3,,barshort|1,,gripang|1,reflex2|1,,,,fastreload,,,,WEAPON/AR_FALPHA_V4,ui_loot_weapon_ar_falpha_v4,
4,iw8_ar_falpha_variant_4,iw8_ar_falpha,iw8_ar_falpha_mpv2,rec|4 toprail|4 triggrip|4,,barlong|2,laserrange|1,,holo|2,,,stocks|1,,,,,WEAPON/AR_FALPHA_V5,ui_loot_weapon_ar_falpha_v5,
5,iw8_ar_falpha_variant_5,iw8_ar_falpha,iw8_ar_falpha_mpv2,rec|5 front|5 mag|5 toprail|5 triggrip|5,comp|8,barlong|3,,bipod|1,scope|5,,,stockh|1,,,,,WEAPON/AR_FALPHA_V6,ui_loot_weapon_ar_falpha_v6,
6,iw8_ar_falpha_variant_6,iw8_ar_falpha,,rec|6 mag|6 toprailcust|3 triggrip|6,,barcust|1,,ubshtgn|3,reflexmini|4,,,stocks|2,gunperk_fastmelee,,,,WEAPON/AR_FALPHA_V7,ui_loot_weapon_ar_falpha_v7,
7,iw8_ar_falpha_variant_7,iw8_ar_falpha,iw8_ar_falpha_mpv2,rec|7 mag|7 toprailcust|2,silencer3|8,barshort|2,,gripangpro|11,,,pistolgrip01|2,stockl|2,,,,,WEAPON/AR_FALPHA_V8,ui_loot_weapon_ar_falpha_v8,
8,iw8_ar_falpha_variant_8,iw8_ar_falpha,,rec|8 toprail|8,,barlong|4,laserbalanced|13,,acog|5,xmags|2,,stockh|2,,,,,WEAPON/AR_FALPHA_V9,ui_loot_weapon_ar_falpha_v9,
9,iw8_ar_falpha_variant_9,iw8_ar_falpha,iw8_ar_falpha_mpv2,rec|9 front|9 toprail|9 triggrip|9,silencer|6,,laserbalanced|1,,acog2|5,xmags|3,,stocks|3,,,,,WEAPON/AR_FALPHA_V10,ui_loot_weapon_ar_falpha_v10,
10,iw8_ar_falpha_variant_10,iw8_ar_falpha,iw8_ar_falpha_mpdmb,rec|10 front|10 mag|10 toprailcust|4,comp|14,barshort|3,,gripang|13,holo2|10,,pistolgrip03|1,,,,,,WEAPON/AR_FALPHA_V11,ui_loot_weapon_ar_falpha_v11,
11,iw8_ar_falpha_variant_11,iw8_ar_falpha,iw8_ar_falpha_mpv2,rec|1 front|1 mag|1 toprail|1,,,,,,,,,,,,,WEAPON/AR_FALPHA_V12,ui_loot_weapon_ar_falpha_v12,
