0,iw8_ar_mike4_variant_0,iw8_ar_mike4,,,,,,,,,,,,,,,WEAPON/AR_MIKE4,ui_loot_weapon_ar_mike4,,,
1,iw8_ar_mike4_variant_1,iw8_ar_mike4,iw8_ar_mike4_mpv2,rec|1 mag|1,,barmid|1,,gripangpro|0,holo|0,,,stockl|1,,,,,WEAPON/AR_MIKE4_V2,ui_loot_weapon_ar_mike4_v2,,,
2,iw8_ar_mike4_variant_2,iw8_ar_mike4,,rec|2,,barmid|2,,,,xmags|0,,stocks|0,,,,,WEAPON/AR_MIKE4_V3,ui_loot_weapon_ar_mike4_v3,,,
3,iw8_ar_mike4_variant_3,iw8_ar_mike4,,rec|3 ironsight|0,,barcust2|1,,gl|1,,xmags|1,,stockh|1,gunperk_burst,,,,WEAPON/AR_MIKE4_V4,ui_loot_weapon_ar_mike4_v4,,,
4,iw8_ar_mike4_variant_4,iw8_ar_mike4,,rec|4,,barmid|3,,,holo|0,calcust|0,,stocks|1,,,,,WEAPON/AR_MIKE4_V5,ui_loot_weapon_ar_mike4_v5,,,
5,iw8_ar_mike4_variant_5,iw8_ar_mike4,,rec|5 front|5 mag|5,,barsil|1,,gripcust|8,hybrid2|6,,,stockno|1,,,,,WEAPON/AR_MIKE4_V6,ui_loot_weapon_ar_mike4_v6,,,
6,iw8_ar_mike4_variant_6,iw8_ar_mike4,iw8_ar_mike4_mpv2,rec|6 mag|6,,barsil|2,laserbalanced|4,gripang|3,hybrid2|5,,,stockh|2,,,,,WEAPON/AR_MIKE4_V7,ui_loot_weapon_ar_mike4_v7,,,
7,iw8_ar_mike4_variant_7,iw8_ar_mike4,,rec|7 mag|7,,barshort|1,,gripvertpro|4,reflex2|5,calsmg|2,,stockl|2,,,,,WEAPON/AR_MIKE4_V8,ui_loot_weapon_ar_mike4_v8,,,
8,iw8_ar_mike4_variant_8,iw8_ar_mike4,iw8_ar_mike4_mpv2,rec|8 back|8,,barlong|2,,ubshtgn|2,vzscope|6,calcust|2,,,ammomod_wound,,,,WEAPON/AR_MIKE4_V9,ui_loot_weapon_ar_mike4_v9,,,
9,iw8_ar_mike4_variant_9,iw8_ar_mike4,iw8_ar_mike4_mpmtx,rec|9 ironsight|0,comp|13,barlong|3,,,,calcust|3,,stocks|2,gunperk_burst,,,,WEAPON/AR_MIKE4_V10,ui_loot_weapon_ar_mike4_v10,,pink,
10,iw8_ar_mike4_variant_10,iw8_ar_mike4,,rec|10 front|10 back|10 mag|10,comp|11,barlong|4,laserbalanced|14,,holo3|13,,,stocks|6,,,,,WEAPON/AR_MIKE4_V11,ui_loot_weapon_ar_mike4_v11,,,
