piCpapa,Barrel,-146,-18,-79,49,1,,
piCpapa,FireType,23,151,-40,88,1,,
piCpapa,Guard,-29,99,1,129,1,,
piCpapa,Icon,-56,72,-55,73,1,icon_dyn_attachment_pi_cpapa_receiver,
piCpapa,Magazine,-64,64,-9,119,1,,
piCpapa,Perk,-232,-190,10,54,1,,
piCpapa,Scope,-68,60,-151,-23,1,,
piCpapa,Stock,35,163,-69,59,1,,
piDecho,Barrel,-124,4,-89,39,1,,
piDecho,FireType,25,153,-49,79,1,,
piDecho,Guard,-142,-14,88,216,1,,
piDecho,Icon,-130,126,-64,64,1,icon_dyn_attachment_pi_decho_receiver,
piDecho,Magazine,-26,102,33,161,1,,
piDecho,Perk,,,32,76,1,,
piDecho,Scope,-100,28,-160,-32,1,,
piDecho,Stock,37,165,-31,97,1,,
arAkilo47,Barrel,-150,-22,-67,61,1,,
arAkilo47,FireType,49,177,-31,97,1,,
arAkilo47,Guard,26,154,27,155,1,,
arAkilo47,Icon,-97,159,-47,81,1,icon_dyn_attachment_receiver_akilo47,
arAkilo47,Magazine,-50,78,12,140,1,,
arAkilo47,Scope,-15,113,-157,-29,1,,
arAkilo47,Stock,115,243,-60,68,1,,
arMike4,Barrel,-153,-25,-76,52,1,,
arMike4,FireType,-88,40,-36,92,1,,
arMike4,Guard,3,131,25,153,1,,
arMike4,Icon,-35,93,-55,73,1,icon_dyn_attachment_ar_mike4_receiver,
arMike4,Magazine,-66,62,27,155,1,,
arMike4,Scope,-47,81,-155,-27,1,,
arMike4,Stock,81,209,-77,51,1,,
piGolf21,Barrel,-81,47,-90,38,1,,
piGolf21,FireType,15,143,-60,68,1,,
piGolf21,Guard,-35,93,-11,117,1,,
piGolf21,Icon,-59,69,-36,28,1,icon_dyn_attachment_pi_golf21_receiver,
piGolf21,Magazine,-24,104,23,151,1,,
piGolf21,Scope,-40,88,-164,-36,1,,
piGolf21,Stock,53,181,-41,87,1,,
piMike1911,Barrel,-102,26,-90,38,1,,
piMike1911,FireType,-3,125,-64,64,1,,
piMike1911,Guard,-44,84,-13,115,1,,
piMike1911,Icon,-61,67,-37,27,1,icon_dyn_attachment_pi_mike1911_v1_receiver,
piMike1911,Magazine,-31,97,24,152,1,,
piMike1911,Perk,-249,-207,-42,2,1,,
piMike1911,Scope,-51,77,-166,-38,1,,
piMike1911,Stock,22,150,-50,78,1,,
piPapa320,Barrel,-88,40,-89,39,1,,
piPapa320,FireType,5,133,-60,68,1,,
piPapa320,Guard,-162,-34,77,205,1,,
piPapa320,Icon,-62,66,-33,31,1,icon_dyn_attachment_pi_papa320_receiver,
piPapa320,Magazine,-30,98,23,151,1,,
piPapa320,Perk,,,-84,-40,1,,
piPapa320,Scope,-44,84,-163,-35,1,,
piPapa320,Stock,32,160,-41,87,1,,
smAugolf,Barrel,-249,-121,-80,48,1,,
smAugolf,FireType,683,811,-82,46,1,,
smAugolf,Guard,64,192,-25,103,1,,
smAugolf,Icon,-253,259,-116,140,1,icon_dyn_attachment_sm_augolf_receiver,
smAugolf,Magazine,-12,116,20,148,1,,
smAugolf,Scope,-99,29,-167,-39,1,,
smAugolf,Stock,-20,106,-23,105,1,,
smBeta,Barrel,-253,-125,-74,54,1,,
smBeta,FireType,-51,77,50,178,1,,
smBeta,Guard,-3,125,12,140,1,,
smBeta,Icon,-140,116,-51,77,1,icon_dyn_attachment_sm_beta_receiver,
smBeta,Magazine,-125,3,-1,127,1,,
smBeta,Scope,-27,101,-160,-32,1,,
smBeta,Stock,90,216,-67,61,1,,
smMpapa5,Barrel,-155,-27,-74,54,1,,
smMpapa5,FireType,-41,87,-51,77,1,,
smMpapa5,Guard,-6,122,23,151,1,,
smMpapa5,Icon,-137,119,-52,76,1,icon_dyn_attachment_sm_mpapa5_reciever,
smMpapa5,Magazine,-75,53,17,145,1,,
smMpapa5,Scope,-45,83,-160,-32,1,,
smMpapa5,Stock,98,224,-74,54,1,,
smMpapa7,Barrel,-213,-85,-76,52,1,,
smMpapa7,FireType,-74,54,-60,68,1,,
smMpapa7,Guard,-50,78,6,134,1,,
smMpapa7,Icon,-129,127,-64,64,1,icon_dyn_attachment_sm_mpapa7_receiver,
smMpapa7,Magazine,-50,78,47,175,1,,
smMpapa7,Perk,-241,-199,-136,-92,1,,
smMpapa7,Scope,-44,84,-162,-34,1,,
smMpapa7,Stock,78,204,-78,50,1,,
smPapa90,Barrel,-231,-103,-68,60,1,,
smPapa90,FireType,955,1083,-52,76,1,,
smPapa90,Guard,-87,41,8,136,1,,
smPapa90,Icon,-125,131,-70,58,1,icon_dyn_attachment_sm_papa90_receiver,
smPapa90,Magazine,-89,39,-13,115,1,,
smPapa90,Scope,-114,14,-169,-41,1,,
smPapa90,Stock,111,237,-68,60,1,,
smUzulu,Barrel,-214,-86,-72,56,1,,
smUzulu,FireType,998,1126,-46,82,1,,
smUzulu,Guard,-48,80,8,136,1,,
smUzulu,Icon,-128,128,-56,72,1,icon_dyn_attachment_sm_uzulu_receiver,
smUzulu,Magazine,-53,75,51,179,1,,
smUzulu,Perk,,,75,119,1,,
smUzulu,Scope,-22,106,-161,-33,1,,
smUzulu,Stock,86,212,-74,54,1,,
arFalima,Barrel,-279,-151,-67,61,1,,
arFalima,FireType,96,224,-54,74,1,,
arFalima,Guard,53,181,32,160,1,,
arFalima,Icon,-250,262,-111,145,1,icon_dyn_attachment_ar_falima_reciever,
arFalima,Magazine,-25,103,8,136,1,,
arFalima,Scope,33,161,-149,-21,1,,
arFalima,Stock,137,265,-68,60,1,,
arFalpha,Barrel,-247,-119,-61,67,1,,
arFalpha,FireType,82,210,-71,57,1,,
arFalpha,Guard,-51,77,18,146,1,,
arFalpha,Icon,-223,289,-116,140,1,icon_dyn_attachment_ar_falpha_receiver,
arFalpha,Magazine,21,149,33,161,1,,
arFalpha,Scope,-69,59,-172,-44,1,,
