0,head_mp_default,CUSTOMIZE_NO_HEAD,m,0,0,0,,1,head_mp_western_otter_3_1,,icon_new_3,head_none,,,,,,0,
1,head_mp_western_fireteam_west_ar_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,1,
2,head_mp_western_fireteam_west_ar_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,2,
3,head_mp_western_fireteam_west_dmr_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,3,
4,head_mp_western_fireteam_west_dmr_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,4,
5,head_mp_western_fireteam_west_lmg_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,5,
6,head_mp_western_fireteam_west_lmg_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,6,
7,head_mp_western_fireteam_west_sg_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,7,
8,head_mp_western_fireteam_west_sg_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,8,
9,head_mp_western_fireteam_west_smg_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,9,
10,head_mp_western_fireteam_west_smg_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,10,
11,head_mp_eastern_fireteam_east_ar_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_eastern_bale_1_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,11,
12,head_mp_eastern_fireteam_east_ar_2,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_eastern_bale_1_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,12,
13,head_mp_eastern_fireteam_east_ar_3,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_eastern_bale_1_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,13,
14,head_mp_eastern_fireteam_east_ar_4,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_eastern_bale_1_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,14,
15,head_mp_eastern_fireteam_east_smg_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_eastern_bale_1_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,15,
16,head_mp_eastern_fireteam_east_smg_2,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_eastern_bale_1_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,16,
17,head_mp_eastern_fireteam_east_smg_3,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_eastern_bale_1_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,17,
18,head_mp_eastern_fireteam_east_dmr,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_eastern_bale_1_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,18,
19,head_mp_eastern_fireteam_east_lmg,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_eastern_bale_1_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,19,
20,head_mp_eastern_fireteam_east_sg,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_eastern_bale_1_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,20,
22,head_sa_militia_ar_blstk,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,22,
23,head_sa_militia_cqc_blstk,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,23,
24,head_sa_militia_lmg_blstk,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,24,
25,head_sa_militia_dmr_blstk,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,25,
26,head_usmc_ar_blstk,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,26,
27,head_usmc_cqc_blstk,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_western_otter_3_1,archetype_assault,icon_new_3,head_2,default,,,unlock,,27,
