0,veh_horn_default,VEHICLES/VEH_HORN_DEFAULT,ui_horn_valkyries,veh_horn_large_long_02,ui_horn_default_vindia,veh_horn_compact_short_01,ui_horn_default_atango,veh_horn_large_long_01,ui_horn_default_mkilo,veh_horn_mid_short_02,ui_horn_default_decho,veh_horn_lbravo_01,ui_horn_default_lbravo,veh_horn_compact_short_02,ui_horn_default_tromeo,vehicle_horn_preview,0,
1,veh_horn_001,VEHICLES/VEH_HORN_RIDE_OF_THE_VALKYRIES,ui_horn_valkyries_mkilo,veh_horn_large_valkyries,ui_horn_valkyries_vindia,veh_horn_compact_valkyries,ui_horn_valkyries_atango,veh_horn_large_valkyries,ui_horn_valkyries_mkilo,veh_horn_mid_valkyries,ui_horn_valkyries_decho,veh_horn_lbravo_valkyries,ui_horn_valkyries_lbravo,veh_horn_compact_valkyries,ui_horn_valkyries_tromeo,vehicle_horn_preview,0,
2,veh_horn_002,VEHICLES/VEH_HORN_CHARGE,ui_horn_charge_mkilo,veh_horn_large_charge,ui_horn_charge_vindia,veh_horn_compact_charge,ui_horn_charge_atango,veh_horn_large_charge,ui_horn_charge_mkilo,veh_horn_mid_charge,ui_horn_charge_decho,veh_horn_lbravo_charge,ui_horn_charge_lbravo,veh_horn_compact_charge,ui_horn_charge_tromeo,vehicle_horn_preview,0,
3,veh_horn_003,VEHICLES/VEH_HORN_LA_CUCARACHA,ui_horn_lacucaracha_mkilo,veh_horn_large_lacucaracha,ui_horn_lacucaracha_vindia,veh_horn_compact_lacucaracha,ui_horn_lacucaracha_atango,veh_horn_large_lacucaracha,ui_horn_lacucaracha_mkilo,veh_horn_mid_lacucaracha,ui_horn_lacucaracha_decho,veh_horn_lbravo_lacucaracha,ui_horn_lacucaracha_lbravo,veh_horn_compact_lacucaracha,ui_horn_lacucaracha_tromeo,vehicle_horn_preview,0,
4,veh_horn_004,VEHICLES/VEH_HORN_RACE_COUNTDOWN,ui_horn_countdown,veh_horn_countdown,ui_horn_countdown,veh_horn_countdown,ui_horn_countdown,veh_horn_countdown,ui_horn_countdown,veh_horn_countdown,ui_horn_countdown,veh_horn_countdown,ui_horn_countdown,veh_horn_countdown,ui_horn_countdown,vehicle_horn_preview,0,
5,veh_horn_005,VEHICLES/VEH_HORN_CLOWN,ui_horn_clown,veh_horn_clown,ui_horn_clown,veh_horn_clown,ui_horn_clown,veh_horn_clown,ui_horn_clown,veh_horn_clown,ui_horn_clown,veh_horn_clown,ui_horn_clown,veh_horn_clown,ui_horn_clown,vehicle_horn_preview,0,
6,veh_horn_006,VEHICLES/VEH_HORN_HOCKEYGOAL,ui_horn_hockeygoal,veh_horn_hockeygoal,ui_horn_hockeygoal,veh_horn_hockeygoal,ui_horn_hockeygoal,veh_horn_hockeygoal,ui_horn_hockeygoal,veh_horn_hockeygoal,ui_horn_hockeygoal,veh_horn_hockeygoal,ui_horn_hockeygoal,veh_horn_hockeygoal,ui_horn_hockeygoal,vehicle_horn_preview,0,
7,veh_horn_007,VEHICLES/VEH_HORN_STARS_AND_STRIPES,ui_horn_stars_atango,veh_horn_large_stars,ui_horn_stars_mkilo,veh_horn_compact_stars_01,ui_horn_stars_atango,veh_horn_large_stars,ui_horn_stars_mkilo,veh_horn_mid_stars,ui_horn_stars_decho,veh_horn_lbravo_stars,ui_horn_stars_lbravo,veh_horn_compact_stars_02,ui_horn_stars_tromeo,vehicle_horn_preview,0,
8,veh_horn_008,VEHICLES/VEHICLE_HORN_1812_OVERTURE,ui_horn_1812_atango,veh_horn_large_1812,ui_horn_1812_mkilo,veh_horn_compact_1812,ui_horn_1812_atango,veh_horn_large_1812,ui_horn_1812_mkilo,veh_horn_mid_1812,ui_horn_1812_decho,veh_horn_lbravo_1812,ui_horn_1812_lbravo,veh_horn_compact_1812,ui_horn_1812_atango,vehicle_horn_preview,0,
9,veh_horn_009,VEHICLES/VEHICLE_HORN_MARS,ui_horn_mars_atango,veh_horn_large_mars,ui_horn_mars_mkilo,veh_horn_compact_mars,ui_horn_mars_atango,veh_horn_large_mars,ui_horn_mars_mkilo,veh_horn_mid_mars,ui_horn_mars_decho,veh_horn_lbravo_mars,ui_horn_mars_lbravo,veh_horn_compact_mars,ui_horn_mars_atango,vehicle_horn_preview,0,
10,veh_horn_010,VEHICLES/VEHICLE_HORN_MOUNTAINKING,ui_horn_mountainking_atango,veh_horn_large_mountainking,ui_horn_mountainking_mkilo,veh_horn_compact_mountainking,ui_horn_mountainking_atango,veh_horn_large_mountainking,ui_horn_mountainking_mkilo,veh_horn_mid_mountainking,ui_horn_mountainking_decho,veh_horn_lbravo_mountainking,ui_horn_mountainking_lbravo,veh_horn_compact_mountainking,ui_horn_mountainking_atango,vehicle_horn_preview,0,
