0,veh_track_none,default,MENU/NONE,,,0,,,,,,veh_pack_none,
1,veh_track_random,default,LUA_MENU/RANDOM,,,0,,,,,,veh_pack_random,
2,veh_track_001,default,VEHICLES/VEH_TRACK_001,ui_preview_battle_tracks_loop_0,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_0,mp_battle_tracks,ui_preview_battle_tracks_jugg_pack,VEHICLES/JUGGERNAUT_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_001,
3,veh_track_002,default,VEHICLES/VEH_TRACK_002,ui_preview_battle_tracks_loop_1,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_1,mp_battle_tracks,ui_preview_battle_tracks_jugg_pack,VEHICLES/JUGGERNAUT_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_001,
4,veh_track_003,default,VEHICLES/VEH_TRACK_003,ui_preview_battle_tracks_loop_2,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_2,mp_battle_tracks,ui_preview_battle_tracks_jugg_pack,VEHICLES/JUGGERNAUT_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_001,
5,veh_track_004,default,VEHICLES/VEH_TRACK_004,ui_preview_battle_tracks_loop_3,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_3,mp_battle_tracks,ui_preview_battle_tracks_mw_pack,VEHICLES/MW_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_002,
6,veh_track_005,default,VEHICLES/VEH_TRACK_005,ui_preview_battle_tracks_loop_4,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_4,mp_battle_tracks,ui_preview_battle_tracks_mw_pack,VEHICLES/MW_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_002,
7,veh_track_006,default,VEHICLES/VEH_TRACK_006,ui_preview_battle_tracks_loop_5,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_5,mp_battle_tracks,ui_preview_battle_tracks_mw_pack,VEHICLES/MW_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_002,
8,veh_track_007,default,VEHICLES/VEH_TRACK_007,ui_preview_battle_tracks_loop_6,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_6,mp_battle_tracks,ui_preview_battle_tracks_bo_pack,VEHICLES/BO_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_003,
9,veh_track_008,default,VEHICLES/VEH_TRACK_008,ui_preview_battle_tracks_loop_7,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_7,mp_battle_tracks,ui_preview_battle_tracks_bo_pack,VEHICLES/BO_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_003,
10,veh_track_009,default,VEHICLES/VEH_TRACK_009,ui_preview_battle_tracks_loop_8,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_8,mp_battle_tracks,ui_preview_battle_tracks_bo_pack,VEHICLES/BO_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_003,
11,veh_track_010,default,VEHICLES/VEH_TRACK_010,ui_preview_battle_tracks_loop_9,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_9,mp_battle_tracks,ui_preview_battle_tracks_bo_pack,VEHICLES/BO_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_003,
12,veh_track_013,default,VEHICLES/VEH_TRACK_013,ui_preview_battle_tracks_loop_12,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_12,mp_battle_tracks,ui_preview_battle_tracks_rap_pack,VEHICLES/RAP_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_004,
13,veh_track_014,default,VEHICLES/VEH_TRACK_014,ui_preview_battle_tracks_loop_13,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_13,mp_battle_tracks,ui_preview_battle_tracks_rap_pack,VEHICLES/RAP_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_004,
14,veh_track_015,default,VEHICLES/VEH_TRACK_015,ui_preview_battle_tracks_loop_14,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_14,mp_battle_tracks,ui_preview_battle_tracks_rap_pack,VEHICLES/RAP_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_004,
15,veh_track_011,default,VEHICLES/VEH_TRACK_011,ui_preview_battle_tracks_loop_10,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_10,mp_battle_tracks,ui_preview_battle_tracks_edm_pack,VEHICLES/EDM_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_005,
16,veh_track_012,default,VEHICLES/VEH_TRACK_012,ui_preview_battle_tracks_loop_11,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_11,mp_battle_tracks,ui_preview_battle_tracks_edm_pack,VEHICLES/EDM_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_005,
17,veh_track_016,default,VEHICLES/VEH_TRACK_016,ui_preview_battle_tracks_loop_15,vehicle_horn_preview,0,mus_mp_battle_tracks_loop_15,mp_battle_tracks,ui_preview_battle_tracks_edm_pack,VEHICLES/EDM_PACK,LUA_MENU/UNLOCKED_THROUGH_BP,veh_pack_005,
