include,omnvars/mp/omnvars_scorestreaks_br.csv,,,,,,,,,,,,,
include,omnvars/mp/omnvars_hardpoint.csv,,,,,,,,,,,,,
include,omnvars/mp/omnvars_br_common.csv,,,,,,,,,,,,,
include,omnvars/mp/omnvars_grindtags.csv,,,,,,,,,,,,,
ui_br_armor_damage,1,,c,f,1,0,1,,,,,,,
ui_br_helmet_damage,1,,c,f,1,0,1,,,,,,,
ui_bink_video,1,,c,i,-1,-1,2,,,,,,,
ui_br_end_game_splash_type,1,,c,i,-1,-1,20,,,,,,,
ui_br_altimeter_horizontal_speed,1,,c,i,0,0,999,,,,,,,
ui_br_altimeter_vertical_speed,1,,c,i,0,0,999,,,,,,,
ui_br_altimeter_height,1,,c,f,0,0,1,,,,,,,
ui_br_altimeter_state,1,,c,i,0,0,2,,,,,,,
ui_br_smallarms_ammo,1,,c,i,0,0,999,,,,,,,
ui_br_shotgun_ammo,1,,c,i,0,0,999,,,,,,,
ui_br_assault_ammo,1,,c,i,0,0,999,,,,,,,
ui_br_sniper_ammo,1,,c,i,0,0,999,,,,,,,
ui_br_rocket_ammo,1,,c,i,0,0,999,,,,,,,
ui_br_players_left_in_plane,1,,g,i,0,0,250,,,,,,,
ui_br_altimeter_c130_height,1,,g,i,24000,0,32767,,,,,,,
ui_br_altimeter_sea_height,1,,g,i,0,-8000,8000,,,,,,,
ui_br_altimeter_deploy_height,1,,c,i,0,0,32767,,,,,,,
ui_br_plunder_count,1,,c,i,0,0,268435456,,,,,1,#packed: 14 bits, 14bits,
ui_br_plunder_count2,1,,c,i,0,0,268435456,,,,,1,#packed: 14 bits, 14bits,
ui_br_plunder_banked,1,,c,i,0,0,16000,,,,,,,
ui_br_plunder_pickedup,1,,c,i,0,0,327670,,,,,,,
ui_br_plunder_dropped,1,,c,i,0,0,32767,,,,,,,
ui_br_active_spectators,1,,c,i,0,0,250,,,,,1,,
ui_br_c130_path_start_x,1,,g,i,0,-327670,327670,,,,,,,
ui_br_c130_path_start_y,1,,g,i,0,-327670,327670,,,,,,,
ui_br_c130_path_end_x,1,,g,i,0,-327670,327670,,,,,,,
ui_br_c130_path_end_y,1,,g,i,0,-327670,327670,,,,,,,
ui_equipment_id_health,1,1,c,i,0,0,64,,,,,,,
ui_equipment_id_health_numCharges,1,1,c,i,0,0,64,,,,,,,
ui_equipment_id_health_maxCharges,1,1,c,i,0,0,64,,,,,,,
ui_gulag_timer,1,,g,t,0,,,,,,,,,
ui_gulag_state,1,,g,i,0,0,1,,,,,,,
ui_gulag,1,,c,b,0,0,1,,,,,1,,
ui_br_gulag_players_1,1,,c,a,0,,,,,,,1,,
ui_br_gulag_queue_position,1,,c,i,0,0,64,,,,,1,,
ui_br_gulag_data,1,,c,i,0,0,16777215,,,,,1,,
ui_br_gulag_match_end_time,1,,c,t,0,,,,,,,1,,
ui_overtime_timer,1,,c,f,0,0,1,,,,,1,,
ui_overtime_timer_show,1,,c,b,0,0,1,,,,,1,,
ui_publicevent_timer,1,,g,f,0,0,1,,,,,,,
ui_publicevent_timer_type,1,,g,i,0,0,2,,,,,,,
ui_publicevent_minimap_pulse,1,,g,b,0,0,1,,,,,,,
ui_br_open_purchase_killstreak,1,,c,i,0,0,3,,,,,,# notify to open the supply station menu,
ui_br_purchase_killstreak_response,1,,c,i,0,0,16,,,,,,# response from server of the purchase action,
ui_br_map_spawn,1,,g,i,0,0,1,,,,,,,
ui_br_objective_index,1,,c,i,0,0,250,,,,,1,# 0=Hide or #=the object index to show,
ui_br_objective_reward_tier,1,,c,i,0,0,250,,,,,1,,
ui_br_objective_param,1,,c,i,0,0,99999,,,,,1,,
ui_br_objective_countdown_timer,1,,c,t,0,,,1,,,,1,,
ui_br_objective_loot_id,1,,c,i,-1,-1,10000000,,,,,1,#max is set to be above current highest loot id. May need to increase as we add more lootids,
ui_br_assassination_target,1,,c,i,0,0,2047,,,,,1,,
ui_br_assassination_target_timer,1,,c,t,0,,,1,,,,1,,
ui_br_show_jumpmaster_info,1,,c,i,0,0,1,,,,,,,
ui_br_bink_overlay_state,1,,c,i,0,0,15,,,,,,#0=off/cleanup, 1=gulag, 2=gulag with prompt, 3=infil, 4=onboarding, 5=kill bink but show black, 6=fade out black, 7=fade in black, 8=event1,
ui_br_expanded_obit_message,1,,c,i,0,0,67108863,,,,,,#see obituary.lua to see how this data needs to be packed( param2( 20 bits ); param1( 8 bits ); state( 4 bits ) ),
ui_gasmask_damage,1,1,c,f,1,0,1,,,,,,,
ui_head_equip_class,1,1,c,i,0,0,3,,,,,,,
ui_br_transition_type,1,,c,i,0,0,6,,,,,,,
ui_br_display_perk_info,1,,c,i,0,0,1,,,,,1,# toggle to notify UI to display perk info after a class change,
ui_br_plunder_extract_end_time,1,,c,t,0,,,,,,,,,
ui_br_plunder_extract_state,1,,c,i,0,0,4,,,,,,,
ui_hide_player_icons,0,,g,b,0,0,1,,,,,,#queue to code to hide all players on the minimap during the fake infil,
ui_hide_nameplate_strings,0,,c,b,0,0,1,,,,,,,
ui_hide_redeploy_timer,0,,g,i,0,0,1,,,,,,,
ui_nuke_countdown_active,1,,g,i,0,-1,1,,,,,,,
ui_nuke_timer_type,1,,g,i,0,0,2,,,,,,,
ui_nuke_timer_time,1,,g,i,30,0,300,,,,,,,
ui_br_objective_types,1,,g,a,0,,,,,,,,#bit field of missions enabled in current match. Indexes from brmissions.csv,
ui_br_squad_leader_can_pass,1,,c,b,0,0,1,,,,,1,,
ui_br_ftue_popup,1,,g,i,0,0,3,,,,,,#Opens a popup for the gameflow after the br tutorial,
ui_br_eliminated,1,,c,i,0,0,15,,,,,1,#packed: 4 bits, each bit is a flag of whether or not the corresponding squad member is fully eliminated,
ui_br_squad_revive_status,1,,c,a,0,,,,,,,1,#packed: 1 bit, 7 bits, 1 bit, 7 bits, 1 bit, 7 bits, 1 bit, 7 bits,
ui_br_winners,1,,c,a,0,,,,,,,,#32 bits packed: ((8 winnerNumber) * 4),
ui_gulag_show_closing_state,1,,g,i,0,0,2,,,,,,,
ui_br_extended_load_screen,1,,c,i,0,0,1,,,,,,,
ui_br_match_stats,1,,g,i,0,0,65535,,,,,,#packed: 8 bits (alive player count); 8 bits (active team count),
ui_br_danger_warning,1,,c,i,0,0,3,,,,,,#1=cluster, 2=airstrike, 3=gulagclose,
ui_br_plunder_repository,1,,c,i,0,0,2147483647,,,,,,#32 bits packed: (1 visible, 1 type, 14 endtime, 9 contents, 6 eventAmount) or (1 visible, 1 type, 14 endtime, 15 eventAmount),
ui_br_plunder_repo_ent_1,1,,c,i,-1,-1,2048,,,,,,#fulton ent num,
ui_br_plunder_repo_ent_2,1,,c,i,-1,-1,2048,,,,,,#fulton ent num,
ui_br_plunder_repo_ent_3,1,,c,i,-1,-1,2048,,,,,,#fulton ent num,
ui_br_plunder_repo_ent_4,1,,c,i,-1,-1,2048,,,,,,#fulton ent num,
ui_br_plunder_repo_info_1,1,,c,i,0,0,16777215,,,,,,#24 bits packed: (1 visible, 14 endtime, 9 contents),
ui_br_plunder_repo_info_2,1,,c,i,0,0,16777215,,,,,,#24 bits packed: (1 visible, 14 endtime, 9 contents),
ui_br_plunder_repo_info_3,1,,c,i,0,0,16777215,,,,,,#24 bits packed: (1 visible, 14 endtime, 9 contents),
ui_br_plunder_repo_info_4,1,,c,i,0,0,16777215,,,,,,#24 bits packed: (1 visible, 14 endtime, 9 contents),
ui_br_events,1,,c,i,0,0,15,,,,,1,#4 flags; could be increased to for more flags or data types,
ui_br_last_droppable_weapon,1,,c,i,-1,-1,65535,,,,,,#weapon index for the last droppable weapon,
ui_br_has_plate_pouch,1,,c,b,0,0,1,,,,,1,,
ui_br_has_extract_bag,1,,c,b,0,0,1,,,,,1,,
