300000,wyatt_western_quip_1,1,50,10,2000,,ui_default_white,ui_loot_operator_quip_west_wyatt,
300001,wyatt_western_quip_2,1,50,10,0,,ui_default_white,ui_loot_operator_quip_west_wyatt,
300002,wyatt_western_quip_3,0,50,10,0,,ui_default_white,ui_loot_operator_quip_west_wyatt,
300003,wyatt_western_quip_4,1,50,10,0,,ui_default_white,ui_loot_operator_quip_west_wyatt,
300004,wyatt_western_quip_5,3,200,40,1000,,ui_default_white,ui_loot_operator_quip_west_wyatt,
300005,wyatt_western_quip_6,3,200,40,6000,,ui_default_white,ui_loot_operator_quip_west_wyatt,
300006,wyatt_western_quip_7,3,200,40,2000,,ui_default_white,ui_loot_operator_quip_west_wyatt,
300007,wyatt_western_quip_8,3,500,100,5000,,ui_default_white,ui_loot_operator_quip_west_wyatt,
300008,wyatt_western_quip_9,3,500,100,0,,ui_default_white,ui_loot_operator_quip_west_wyatt,
300009,wyatt_western_quip_10,4,1000,200,0,,ui_default_white,ui_loot_operator_quip_west_wyatt,
300010,spetsnaz_eastern_quip_1,1,50,10,0,,ui_default_white,ui_loot_operator_quip_east_nikto,
300011,spetsnaz_eastern_quip_2,3,50,10,6000,,ui_default_white,ui_loot_operator_quip_east_nikto,
300012,spetsnaz_eastern_quip_3,3,50,10,4000,,ui_default_white,ui_loot_operator_quip_east_nikto,
300013,spetsnaz_eastern_quip_4,3,50,10,1000,,ui_default_white,ui_loot_operator_quip_east_nikto,
300014,spetsnaz_eastern_quip_5,2,200,40,0,,ui_default_white,ui_loot_operator_quip_east_nikto,
300015,spetsnaz_eastern_quip_6,2,200,40,0,,ui_default_white,ui_loot_operator_quip_east_nikto,
300016,spetsnaz_eastern_quip_7,2,200,40,0,,ui_default_white,ui_loot_operator_quip_east_nikto,
300017,spetsnaz_eastern_quip_8,3,500,100,0,,ui_default_white,ui_loot_operator_quip_east_nikto,
300018,spetsnaz_eastern_quip_9,3,500,100,0,,ui_default_white,ui_loot_operator_quip_east_nikto,
300019,spetsnaz_eastern_quip_10,4,1000,200,0,,ui_default_white,ui_loot_operator_quip_east_nikto,
300020,murphy_western_quip_1,3,50,10,2000,,ui_default_white,ui_loot_operator_quip_west_thorne,
300021,murphy_western_quip_2,0,50,10,0,,ui_default_white,ui_loot_operator_quip_west_thorne,
300022,murphy_western_quip_3,3,50,10,1000,,ui_default_white,ui_loot_operator_quip_west_thorne,
300023,murphy_western_quip_4,3,50,10,2000,,ui_default_white,ui_loot_operator_quip_west_thorne,
300024,murphy_western_quip_5,2,200,40,0,,ui_default_white,ui_loot_operator_quip_west_thorne,
300025,murphy_western_quip_6,2,200,40,3000,,ui_default_white,ui_loot_operator_quip_west_thorne,
300026,murphy_western_quip_7,2,200,40,0,,ui_default_white,ui_loot_operator_quip_west_thorne,
300027,murphy_western_quip_8,3,500,100,6000,,ui_default_white,ui_loot_operator_quip_west_thorne,
300028,murphy_western_quip_9,3,500,100,0,,ui_default_white,ui_loot_operator_quip_west_thorne,
300029,murphy_western_quip_10,4,1000,200,0,,ui_default_white,ui_loot_operator_quip_west_thorne,
300030,dday_western_quip_1,3,50,10,1000,,ui_default_white,ui_loot_operator_quip_west_dday,
300031,dday_western_quip_2,0,50,10,0,,ui_default_white,ui_loot_operator_quip_west_dday,
300032,dday_western_quip_3,3,50,10,1000,,ui_default_white,ui_loot_operator_quip_west_dday,
300033,dday_western_quip_4,1,50,10,2000,,ui_default_white,ui_loot_operator_quip_west_dday,
300034,dday_western_quip_5,2,200,40,0,,ui_default_white,ui_loot_operator_quip_west_dday,
300035,dday_western_quip_6,2,200,40,0,,ui_default_white,ui_loot_operator_quip_west_dday,
300036,dday_western_quip_7,2,200,40,3000,,ui_default_white,ui_loot_operator_quip_west_dday,
300037,dday_western_quip_8,3,500,100,1000,,ui_default_white,ui_loot_operator_quip_west_dday,
300038,dday_western_quip_9,3,500,100,0,,ui_default_white,ui_loot_operator_quip_west_dday,
300039,dday_western_quip_10,3,1000,200,6000,,ui_default_white,ui_loot_operator_quip_west_dday,
