chance,ammo,41,#Ammo should be spawned dependent on weapons that pop out of cache or at random,,
chance,health,155,,,
chance,plunder,300,,,
chance,perkpoint,0,,,
chance,killstreak,1,,,
chance,lethal,135,,,
chance,tactical,135,,,
chance,super,250,,,
chance,weapon,100,,,
chance,token,0,,,
chance,revive,100,,,
chance,gear,0,,,
chance,tablet,90,,,
item,brloot_ammo_12g,20,#common,,
item,brloot_ammo_50cal,20,#common,,
item,brloot_ammo_762,30,#common,,
item,brloot_ammo_919,20,#common,,
item,brloot_ammo_rocket,10,#common,,
item,brloot_offhand_atmine,8,#rare,,
item,brloot_offhand_claymore,8,#rare,,
item,brloot_offhand_c4,14,#uncommon,,
item,brloot_offhand_frag,18,#common,,
item,brloot_offhand_molotov,18,#common,,
item,brloot_offhand_semtex,18,#common,,
item,brloot_offhand_thermite,14,#uncommon,,
item,brloot_offhand_throwingknife,18,#common,,
item,brloot_health_adrenaline,15,#common,,
item,brloot_offhand_binoculars,15,#common,,
item,brloot_offhand_concussion,15,#common,,
item,brloot_offhand_decoy,15,#common,,
item,brloot_offhand_flash,15,#common,,
item,brloot_offhand_gas,8,#uncommon,,
item,brloot_offhand_heartbeatsensor,6,#rare,,
item,brloot_offhand_smoke,14,#common,,
item,brloot_offhand_snapshot,8,#uncommon,,
item,brloot_plunder_extract,75,#legendary,,
item,brloot_offhand_taccover,30,#rare,,
item,brloot_offhand_trophysystem,15,#epic,,
item,brloot_killstreak_recondrone,15,#epic,,
item,brloot_super_deadsilence,30,#rare,,
item,brloot_super_stoppingpower,5,#legendary,,
item,brloot_super_munitionsbox,20,#legendary,,
item,brloot_super_weapondrop,10,#rare,,
item,brloot_super_empdrone,5,#epic,,
item,brloot_super_tacinsert,15,#rare,,
item,brloot_weapon_ar_mcharlie_unco,0,#uncommon,#weapon,
item,brloot_weapon_ar_mcharlie_rare,5,#rare,#weapon,
item,brloot_weapon_ar_kilo433_epic,10,#epic,#weapon,
item,brloot_weapon_ar_kilo433_lege,10,#legendary,#weapon,
item,brloot_weapon_ar_falima_comm,0,#common,#weapon,
item,brloot_weapon_ar_falima_unco,0,#uncommon,#weapon,
item,brloot_weapon_ar_falima_rare,5,#rare,#weapon,
item,brloot_weapon_ar_mike4_unco,0,#uncommon,#weapon,
item,brloot_weapon_ar_mike4_rare,5,#rare,#weapon,
item,brloot_weapon_ar_tango21_comm,0,#common,#weapon,
item,brloot_weapon_ar_tango21_unco,0,#uncommon,#weapon,
item,brloot_weapon_ar_tango21_rare,5,#rare,#weapon,
