inherit,mp/loot_set_cache_contents_dmz_ground_tablets.csv,,,,,,,,
req,,weapon,1,,,,,# 1 weapon,
req,,plunder,1,,,,3,# 1 plunder,
req,,,1,,,2,,# 1 item of any type rare +,
req,,,1,,,,,# 1 item of any type, any rarity,
chance,killstreak,80,,,,,,,
chance,weapon,50,,,,,,,
chance,token,0,,,,,,,
chance,plunder,1,,,,,,,
chance,super,200,,,,,,,
chance,tablet,0,,,,,,,
chance,keycard,10,,,,,,,
item,brloot_plunder_cash_uncommon_1,0,#uncommon,,,,,,
item,brloot_plunder_cash_uncommon_2,0,#uncommon,,,,,,
item,brloot_plunder_cash_uncommon_3,20,#uncommon,,,,,,
item,brloot_plunder_cash_rare_1,30,#rare,,,,,,
item,brloot_plunder_cash_rare_2,30,#rare,,,,,,
item,brloot_plunder_cash_epic_1,15,#epic,,,,,,
item,brloot_plunder_cash_epic_2,5,#epic,,,,,,
item,brloot_plunder_cash_legendary_1,0,#legendary,,,,,,
item,brloot_assassination_tablet,35,,#tablets,,,,,
item,brloot_domination_tablet,30,,#tablets,,,,,
item,brloot_scavenger_tablet,35,,#tablets,,,,,
item,brloot_vip_tablet,0,,#tablets,,,,,
item,brloot_weapon_ar_mcharlie_unco,0,#uncommon,#weapon,,,,,
item,brloot_weapon_ar_mcharlie_rare,0,#rare,#weapon,,,,,
item,brloot_weapon_ar_kilo433_epic,10,#epic,#weapon,,,,,
item,brloot_weapon_ar_kilo433_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_ar_falima_comm,0,#common,#weapon,,,,,
item,brloot_weapon_ar_falima_unco,0,#uncommon,#weapon,,,,,
item,brloot_weapon_ar_falima_rare,0,#rare,#weapon,,,,,
item,brloot_weapon_ar_mike4_unco,0,#uncommon,#weapon,,,,,
item,brloot_weapon_ar_mike4_rare,0,#rare,#weapon,,,,,
item,brloot_weapon_ar_tango21_comm,0,#common,#weapon,,,,,
item,brloot_weapon_ar_tango21_unco,0,#uncommon,#weapon,,,,,
item,brloot_weapon_ar_tango21_rare,0,#rare,#weapon,,,,,
item,brloot_weapon_ar_sierra552_epic,10,#epic,#weapon,,,,,
item,brloot_weapon_ar_sierra552_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_ar_galima_lege,5,#legendary,#weapon,,,,,
item,brloot_weapon_sm_beta_comm,0,#common,#weapon,,,,,
item,brloot_weapon_sm_beta_unco,0,#uncommon,#weapon,,,,,
item,brloot_weapon_sm_beta_rare,0,#rare,#weapon,,,,,
item,brloot_weapon_sm_mpapa7_comm,0,#common,#weapon,,,,,
